"","ID","Gender","Education","Offences","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default"
"6343",67598,"Female","Degree",2,32.25,5834,0.43,2758,36.82,125.13,65.8,"Unemployed","Rent","Other",0
"5311",58326,"Male","Grade 12",0,22.75,407875,2.29,750670,23.62,81.04,50.5,"Contract","Own","Debt_consolidation",1
"7328",75906,"Female","Grade 12",0,25.25,569252,1.82,1108301,0.07,11.67,30.9,"Salaried","Rent","Other",0
"5872",63574,"Female","No records",0,29.75,4153,0.36,11100,12.16,47.06,34.3,"Unemployed","Rent","Debt_consolidation",0
"4001",46313,"Female","Grade 12",0,23.75,462120,1.66,584563,34.83,120.57,63.2,"Contract","Rent","Vehicle",0
"6976",73169,"Female","No records",0,35,6278,0.54,7754,10.99,41.41,43.6,"Unemployed","Rent","Debt_consolidation",0
"9462",95128,"Male","No records",0,18.25,571408,1.29,533352,38.69,125.69,62.1,"Salaried","Mortgage","Home_improvement",1
"6636",70463,"Female","Diploma",0,26.75,586197,0.88,792399,32.86,114.5,64.4,"Contract","Rent","Other",1
"9663",97055,"Female","Grade 12",0,21.25,504968,2.3,464145,4.72,20.04,34.9,"Self-employed","Mortgage","Vehicle",0
"7346",76066,"Male","Diploma",0,23.25,424841,1.1,805072,5.38,28.68,34.9,"Salaried","Rent","Other",1
"5494",59929,"Female","Grade 12",0,19.75,1734723,1.8,4380923,11.04,42.18,41.3,"Self-employed","Mortgage","Vehicle",1
"2513",32707,"Female","Grade 12",2,24.75,235042,2.06,164652,35.06,115.96,64.9,"Contract","Mortgage","Debt_consolidation",1
"6919",72659,"Female","Diploma",0,22.75,2357687,1.91,8508101,33.6,112.13,63,"Self-employed","Own","Debt_consolidation",0
"6291",67204,"Male","No records",0,21.25,1100369,1.44,3559468,8.15,30.49,40.8,"Self-employed","Own","Debt_consolidation",1
"2922",36821,"Female","Degree",0,17.75,283138,1.18,462271,18.34,63.86,47.6,"Salaried","Mortgage","Vehicle",1
"6330",67474,"Male","Degree",0,19.75,2522555,2.08,1973793,34.07,115.14,58.4,"Self-employed","Mortgage","Vehicle",1
"3148",38933,"Male","Grade 12",0,16.75,307893,1.34,456757,7.46,37.11,30.1,"Salaried","Mortgage","Home_improvement",0
"6332",67476,"Male","Grade 12",0,25.25,353010,1.81,369332,26.07,83.96,54.7,"Contract","Rent","Other",1
"2999",37506,"Female","Diploma",2,21.25,1777982,1.93,6439234,5.58,29.48,30.5,"Self-employed","Mortgage","Vehicle",0
"6292",67216,"Female","Degree",0,18.25,357582,1.77,569380,3.48,14.07,25.6,"Salaried","Mortgage","Home_improvement",0
"7318",75817,"Female","Grade 12",2,21.25,1600346,2.01,2245650,5.74,21.15,30,"Self-employed","Mortgage","Vehicle",0
"8648",87965,"Female","Grade 12",1,16.75,451050,1.71,749525,27.44,92.51,55,"Salaried","Mortgage","Home_improvement",0
"4097",47134,"Female","Grade 12",0,24.75,324609,2.07,487131,2.94,19.33,37.6,"Contract","Mortgage","Vehicle",1
"3823",44941,"Female","Postgrad",0,17.75,364815,1.3,201978,39.82,133.1,62.8,"Salaried","Rent","Vehicle",1
"6441",68394,"Female","No records",2,19.25,353697,1.71,1142572,33.36,111.18,56.4,"Salaried","Own","Debt_consolidation",1
"1607",24642,"Male","No records",2,16.75,417331,1.41,1058216,28.46,98.95,58.3,"Salaried","Mortgage","Home_improvement",1
"5085",56115,"Male","Diploma",0,20.25,356686,1.55,398769,35.35,118.22,66.8,"Salaried","Rent","Vehicle",1
"5313",58337,"Male","Degree",0,16.75,427162,1.44,274970,29.11,94.7,64.1,"Salaried","Mortgage","Vehicle",0
"3095",38367,"Female","Grade 12",1,16.75,390617,1.09,669933,15.69,59.14,47.1,"Salaried","Mortgage","Home_improvement",1
"5010",55423,"Female","Degree",0,25.25,1730747,1.61,2387360,35.16,109.78,60.2,"Self-employed","Rent","Other",1
"4964",55053,"Female","Postgrad",0,35,3542,0.59,3792,9.92,39.16,34.3,"Unemployed","Rent","Debt_consolidation",1
"4894",54566,"Female","Diploma",0,21.75,458664,1.87,967344,21.85,75.12,48.6,"Salaried","Rent","Other",0
"6995",73294,"Male","Diploma",0,16.75,410141,1.51,442511,12.78,53.6,39.8,"Salaried","Mortgage","Home_improvement",1
"8492",86539,"Male","Diploma",1,18.75,170531,1.75,529750,28.82,95.7,57.1,"Salaried","Rent","Vehicle",0
"5303",58262,"Female","No records",2,20.25,565256,1.46,436012,37.73,122.06,70.2,"Salaried","Rent","Vehicle",0
"3183",39229,"Male","Grade 12",0,26.25,194247,1.26,539353,0.56,11.21,29.4,"Contract","Own","Debt_consolidation",0
"9969",99735,"Female","Grade 12",1,19.75,1362692,1.91,3622177,22.53,78.13,49.2,"Self-employed","Mortgage","Vehicle",1
"3993",46259,"Female","Diploma",0,21.25,806177,1.64,1775656,14.6,53.08,43.6,"Contract","Mortgage","Vehicle",1
"9731",97694,"Female","Degree",0,17.75,433422,1.22,715775,19.87,68.63,52.8,"Salaried","Mortgage","Vehicle",0
"8843",89650,"Male","No records",3,16.75,375305,0.94,324504,7.81,34.55,31.4,"Salaried","Mortgage","Home_improvement",0
"7061",73888,"Female","Grade 12",0,22.25,1045419,2.35,2969130,9.19,34.11,43.2,"Contract","Rent","Vehicle",1
"9191",92722,"Female","No records",0,19.25,520830,1.55,1785569,26.87,90.89,60.7,"Salaried","Mortgage","Vehicle",0
"4133",47380,"Male","Diploma",0,25.25,345715,1.56,585270,31.56,104.4,60.6,"Self-employed","Rent","Other",1
"647",15894,"Male","Grade 12",0,17.75,593084,1.01,1381872,10.48,40.49,45.5,"Salaried","Mortgage","Vehicle",0
"1657",25002,"Male","Degree",3,23.25,425081,1.47,990469,4.47,21.04,29.8,"Salaried","Rent","Other",0
"3243",39832,"Female","Diploma",1,23.75,295481,1.95,497212,38.8,127.66,63.4,"Contract","Rent","Vehicle",0
"4705",52816,"Male","Grade 12",0,17.75,281188,1.03,801652,16.62,59.65,42.2,"Salaried","Mortgage","Vehicle",0
"3288",40243,"Male","Diploma",0,24.75,854900,1.52,1787319,36.08,115.72,66.8,"Contract","Mortgage","Debt_consolidation",1
"9246",93288,"Male","No records",2,20.25,493680,1.7,1015551,2.25,17.19,37,"Salaried","Mortgage","Home_improvement",0
"6749",71299,"Female","Diploma",2,16.75,208837,1.82,249217,23.16,81.76,57.4,"Salaried","Mortgage","Home_improvement",0
"4096",47128,"Male","Degree",0,21.25,3201284,1.15,10808681,3.34,15.11,35.9,"Self-employed","Mortgage","Vehicle",0
"8100",83071,"Female","Grade 12",2,25.25,3843254,2.72,750670,4.74,27.58,36.7,"Self-employed","Rent","Other",0
"6411",68147,"Male","No records",1,22.75,1201264,1.3,3715335,20.48,74.97,45.3,"Contract","Own","Debt_consolidation",0
"7685",79172,"Female","Postgrad",0,21.75,3031205,1.84,10913402,22.88,74.42,46.4,"Self-employed","Mortgage","Debt_consolidation",1
"6282",67127,"Male","Diploma",0,19.25,205190,1.6,671217,11.26,49.75,36.9,"Salaried","Own","Debt_consolidation",0
"5246",57816,"Female","Grade 12",0,18.25,310891,1.51,1061017,39.14,129.83,62,"Salaried","Mortgage","Home_improvement",1
"1323",22007,"Female","Diploma",1,23.75,1893319,2.01,6434143,11.31,43.39,37.5,"Self-employed","Rent","Other",0
"3511",42115,"Male","Grade 12",2,19.25,255552,1.4,896089,24.96,82.15,50.9,"Salaried","Own","Debt_consolidation",1
"2809",35490,"Male","Diploma",3,16.75,378584,1.65,1230254,21.07,77.6,48.2,"Salaried","Mortgage","Home_improvement",0
"6678",70766,"Female","Degree",2,16.25,176014,1.86,68652,19.95,69.71,51.6,"Salaried","Rent","Vehicle",1
"1923",27227,"Male","Grade 12",0,35,1794,0.58,6294,14.52,54.06,38.1,"Unemployed","Rent","Debt_consolidation",1
"8070",82891,"Female","Grade 12",0,22.75,405042,1.34,206347,0.54,9.15,27.2,"Salaried","Rent","Other",0
"8452",86228,"Female","Grade 12",0,16.75,556733,1.37,459095,13.45,56.83,48.4,"Salaried","Mortgage","Home_improvement",1
"538",15043,"Female","Diploma",0,18.25,164025,1.61,549903,28.33,99.02,61.3,"Salaried","Mortgage","Home_improvement",1
"3746",44152,"Female","No records",0,25.25,2130218,2.42,7270365,31.54,102.16,60.8,"Self-employed","Rent","Other",1
"4302",48983,"Male","No records",0,32.25,2803,0.4,3778,8.75,31.23,37.7,"Unemployed","Rent","Debt_consolidation",0
"9265",93438,"Female","Grade 12",1,20.25,707285,2.85,1718934,5.17,30.3,32.4,"Self-employed","Mortgage","Home_improvement",1
"7449",76975,"Male","Diploma",3,21.25,1557166,1.31,759277,9.07,36.53,35.5,"Self-employed","Rent","Other",0
"25",10169,"Male","No records",2,26.75,775467,1.61,2850574,39.15,124.26,70,"Contract","Rent","Other",0
"8692",88323,"Male","Diploma",0,16.25,284877,1.27,120724,10.49,46.77,44.1,"Salaried","Rent","Vehicle",0
"5412",59118,"Female","Diploma",0,16.75,570656,2.19,2009342,27.34,96.58,52.1,"Salaried","Mortgage","Home_improvement",1
"3265",40051,"Male","Grade 12",0,21.75,538664,1.67,984579,12.61,47.71,40.1,"Salaried","Rent","Other",0
"8834",89607,"Female","Diploma",0,20.25,100221,1.31,314834,4.1,21.31,34.5,"Salaried","Rent","Vehicle",0
"6964",73024,"Female","Degree",1,20.25,282066,1.43,327649,2.29,13.01,25.1,"Salaried","Mortgage","Home_improvement",0
"5527",60350,"Male","Postgrad",0,19.25,203445,1.81,327137,39.76,131.47,62.4,"Salaried","Mortgage","Vehicle",1
"1920",27205,"Male","No records",0,17.75,615684,1.82,1842578,12.61,38.19,38.4,"Salaried","Mortgage","Vehicle",0
"2159",29517,"Female","Grade 12",0,21.25,1991155,1.66,2267891,19.95,65.15,54,"Self-employed","Own","Debt_consolidation",0
"5906",63852,"Male","No records",3,17.75,326483,1.85,1115081,26.21,88.97,52.2,"Salaried","Mortgage","Vehicle",1
"6940",72833,"Male","Degree",0,19.75,517297,1.91,198307,14.85,55.33,46.7,"Contract","Rent","Vehicle",1
"682",16225,"Male","Diploma",2,16.75,99491,1.54,171856,28.69,95.6,51.2,"Salaried","Mortgage","Home_improvement",1
"3773",44359,"Male","Diploma",1,21.25,506304,1.19,623301,1.99,18.18,34.2,"Salaried","Mortgage","Vehicle",0
"8120",83244,"Male","No records",0,16.75,194856,1.18,738548,13.71,52.79,36.8,"Salaried","Mortgage","Home_improvement",0
"9519",95751,"Female","Grade 12",1,18.75,331147,1.18,426497,30.42,99.35,55.4,"Salaried","Rent","Vehicle",1
"824",17595,"Male","Diploma",0,19.75,1317252,1.54,4558974,13.37,44.2,41.2,"Self-employed","Mortgage","Vehicle",1
"7086",74046,"Female","Grade 12",1,20.25,511709,1.4,433405,0.6,11.42,34.4,"Salaried","Mortgage","Home_improvement",0
"4439",50291,"Male","Diploma",1,32.75,7068,0.54,6353,8.41,36.22,31.1,"Unemployed","Rent","Home_improvement",1
"1092",20002,"Female","Diploma",1,16.75,145378,0.98,387376,11.93,43,43,"Salaried","Mortgage","Home_improvement",1
"7541",77787,"Male","Grade 12",2,17.75,694586,1.95,1108738,26.26,90.79,53,"Salaried","Mortgage","Vehicle",0
"4103",47170,"Female","Postgrad",0,21.75,290624,1.94,1084305,8.91,31.99,41.8,"Salaried","Rent","Other",1
"2302",30879,"Male","Diploma",0,21.75,720131,0.92,2093858,30.87,97.55,53.3,"Self-employed","Mortgage","Debt_consolidation",1
"3005",37559,"Male","Postgrad",3,18.75,154292,1.5,172498,23.61,79.97,56.7,"Salaried","Rent","Vehicle",1
"8024",82252,"Female","Diploma",0,23.25,648058,1.6,1966109,18.72,58.42,48.9,"Contract","Mortgage","Debt_consolidation",0
"2420",31881,"Female","Postgrad",0,35,5525,0.58,10031,31.22,110.89,58,"Unemployed","Rent","Debt_consolidation",1
"8393",85774,"Female","Degree",2,21.75,363814,1.6,707726,22.81,74.69,57.7,"Salaried","Rent","Other",1
"2357",31446,"Female","Diploma",0,32.25,5613,0.4,12138,17.77,63.54,52.5,"Unemployed","Rent","Debt_consolidation",1
"4119",47310,"Male","Grade 12",2,19.75,878501,2.28,1880101,17.16,63.65,45.6,"Self-employed","Mortgage","Vehicle",1
"9194",92733,"Male","Degree",0,35,7711,0.56,11759,0.82,11.42,32.9,"Unemployed","Rent","Debt_consolidation",0
"7132",74380,"Female","Diploma",0,23.75,1787540,1.78,1326489,20.36,68.17,53,"Self-employed","Rent","Other",0
"2329",31178,"Female","Diploma",1,25.25,681196,1.75,2241608,10.24,38.34,36.9,"Contract","Rent","Other",1
"5283",58091,"Male","Diploma",0,18.75,112870,0.86,371368,11.9,48.63,34.3,"Salaried","Rent","Vehicle",0
"1275",21559,"Female","Diploma",0,12.75,454262,1.77,141470,21.98,76.14,50,"Salaried","Mortgage","Home_improvement",0
"1446",23112,"Female","Grade 12",3,35,3955,0.52,4424,21.3,71.63,45.6,"Unemployed","Rent","Debt_consolidation",0
"6390",67957,"Female","Diploma",3,19.25,394418,1.43,1025747,13.91,59.25,39.2,"Salaried","Own","Debt_consolidation",0
"4161",47593,"Male","Diploma",0,16.75,546473,1.7,1673971,12.59,45.68,47.2,"Salaried","Mortgage","Home_improvement",0
"9439",94861,"Female","Diploma",0,18.75,309684,1.57,349770,9.26,41.02,39.2,"Salaried","Rent","Vehicle",0
"1069",19841,"Male","Degree",2,15.75,302036,1.42,150044,32.54,102.15,66.7,"Salaried","Mortgage","Home_improvement",0
"1984",27806,"Female","Grade 12",2,18.75,132933,1.28,170791,13.97,52.29,38.4,"Salaried","Rent","Vehicle",1
"9644",96876,"Male","Degree",0,19.25,229919,1.46,258379,38.89,124.38,68.4,"Salaried","Mortgage","Vehicle",1
"3692",43676,"Male","Diploma",2,34.75,3516,0.54,2464,7.41,37.97,33.6,"Unemployed","Mortgage","Debt_consolidation",0
"1637",24852,"Female","Diploma",2,23.25,258864,1.79,765922,39.62,126.15,64,"Salaried","Rent","Other",1
"3018",37683,"Female","Degree",1,16.75,408676,1.83,1147391,8.07,34.81,37.7,"Salaried","Mortgage","Home_improvement",0
"8631",87784,"Male","No records",0,17.75,198395,1.41,156503,30.08,98.98,55.9,"Salaried","Mortgage","Vehicle",1
"263",12468,"Female","Grade 12",0,18.75,240559,1.72,871609,29.22,97.67,55.6,"Salaried","Rent","Vehicle",0
"2212",29994,"Female","Diploma",0,22.75,250005,1.21,565174,1.85,20.63,28.4,"Salaried","Own","Debt_consolidation",0
"431",14036,"Male","Diploma",2,18.75,1915760,1.28,974026,3.55,21.15,30.9,"Self-employed","Mortgage","Vehicle",1
"2180",29712,"Male","Postgrad",0,23.75,1938596,2.36,2384958,7.57,33.64,37.9,"Self-employed","Rent","Other",1
"5488",59866,"Male","Diploma",0,16.75,420545,1.65,956999,18.86,69.27,42.8,"Salaried","Mortgage","Home_improvement",0
"6791",71663,"Female","No records",0,17.75,504911,1.55,178917,39.92,129,72.2,"Salaried","Rent","Vehicle",1
"6814",71830,"Male","Diploma",0,20.75,284960,2.24,136310,34.43,115.06,62.2,"Salaried","Rent","Other",1
"9557",96069,"Female","Diploma",1,22.75,296927,1.44,757368,28.9,97.47,52.3,"Contract","Own","Debt_consolidation",1
"6590",70039,"Female","Diploma",0,19.25,397293,1.69,718223,30.48,101.55,63.8,"Salaried","Mortgage","Vehicle",1
"3238",39802,"Female","Degree",2,18.75,2745061,1.97,6033380,17.14,64.2,43.5,"Self-employed","Mortgage","Home_improvement",0
"1082",19954,"Male","Degree",0,21.25,503213,1.46,1148863,37.6,123.9,60.2,"Self-employed","Mortgage","Vehicle",1
"442",14118,"Male","Grade 12",0,17.75,191751,0.95,231615,19.46,69.08,52.7,"Salaried","Mortgage","Vehicle",1
"9785",98149,"Male","Grade 12",0,19.25,548047,1.46,904298,15.84,59.79,39.8,"Salaried","Own","Debt_consolidation",0
"5741",62371,"Female","Grade 12",0,21.25,2280515,1.39,8445068,33.51,109.84,67.3,"Self-employed","Mortgage","Vehicle",1
"4595",51781,"Male","Grade 12",0,22.25,649158,1.54,585283,0.5,5.54,34.2,"Salaried","Rent","Vehicle",0
"5398",59026,"Male","Grade 12",0,18.75,365639,1.53,692996,7.09,35.35,33.5,"Salaried","Rent","Vehicle",0
"5451",59456,"Female","Grade 12",0,25.25,1744900,1.37,1776904,35.05,121.03,60.8,"Self-employed","Rent","Other",1
"2698",34508,"Female","Degree",0,14.25,279011,1.64,136444,20.74,67.95,53.7,"Salaried","Mortgage","Home_improvement",1
"4823",53951,"Female","Grade 12",3,20.25,187728,1.75,655763,6.21,27.11,32.2,"Salaried","Rent","Vehicle",1
"4405",50004,"Male","Diploma",3,21.25,2331823,1.72,2494786,14.75,52.05,38.1,"Self-employed","Own","Debt_consolidation",1
"8247",84480,"Female","Diploma",0,23.75,990007,1.14,2306394,19.49,64.58,45.7,"Self-employed","Rent","Other",1
"7935",81490,"Female","Diploma",0,16.75,383760,1.5,620688,17.44,62.76,51.4,"Salaried","Mortgage","Home_improvement",0
"2013",28058,"Female","Diploma",1,19.25,305159,1.62,1084021,3.9,19.4,32,"Salaried","Mortgage","Vehicle",1
"8607",87567,"Female","Grade 12",0,23.25,390842,1.52,729105,4.07,27.86,27.1,"Salaried","Rent","Other",0
"8609",87581,"Female","Degree",2,32.25,2095,0.41,7561,18.75,65.35,47.4,"Unemployed","Rent","Debt_consolidation",1
"7187",74790,"Male","Grade 12",0,21.75,566452,1.64,537686,10.44,39.19,36,"Salaried","Rent","Other",0
"5908",63857,"Male","Diploma",0,17.75,465671,1.72,1087368,19.5,63.51,49.5,"Salaried","Mortgage","Vehicle",1
"7359",76148,"Male","Postgrad",0,29.75,3082,0.35,6569,13.89,55.42,42.9,"Unemployed","Rent","Debt_consolidation",0
"5048",55814,"Male","Degree",0,25.25,1968061,2.11,1811675,37.63,123.43,69.1,"Self-employed","Rent","Other",1
"9968",99726,"Male","Diploma",0,19.25,107479,1.15,326978,22.86,79.7,47.7,"Salaried","Own","Debt_consolidation",0
"5856",63426,"Female","No records",0,16.75,271622,1.06,315891,30.76,100.67,59.6,"Salaried","Mortgage","Home_improvement",0
"3550",42520,"Male","Grade 12",0,31.75,4139,0.39,6329,33.03,109.11,64.5,"Unemployed","Rent","Vehicle",1
"2377",31589,"Male","Degree",1,24.25,397232,1.97,568682,33.15,112.96,67.7,"Contract","Own","Debt_consolidation",0
"3032",37779,"Male","No records",2,17.75,507570,1.81,1064461,14.74,49.16,39.6,"Salaried","Mortgage","Vehicle",1
"776",17154,"Female","Grade 12",0,20.25,1011145,2.24,1359720,26.43,89.22,53.5,"Contract","Mortgage","Home_improvement",1
"8718",88552,"Female","No records",0,23.75,1047547,2.2,1994749,20.15,70.33,43.8,"Self-employed","Rent","Other",0
"3219",39644,"Male","Degree",0,21.75,813092,1.65,1370820,14.98,54.79,40.9,"Salaried","Rent","Other",0
"1349",22218,"Male","Grade 12",0,34.75,4183,0.53,3741,24.55,85.18,56,"Unemployed","Mortgage","Debt_consolidation",0
"5860",63461,"Female","No records",0,18.25,113268,1.79,396675,39.33,128.78,71.4,"Salaried","Mortgage","Home_improvement",0
"8985",90918,"Male","Diploma",2,23.75,3083801,2.35,10148983,25.54,84.63,56.7,"Self-employed","Rent","Other",1
"4736",53102,"Female","Diploma",1,18.75,88097,0.66,135636,10.45,37.19,33.1,"Salaried","Rent","Vehicle",1
"4504",50812,"Male","Diploma",0,20.25,949864,1.07,2737629,16.5,55.99,41.2,"Contract","Mortgage","Home_improvement",0
"1209",20911,"Male","Grade 12",2,25.75,599489,1.46,517495,1.49,15.63,26.4,"Contract","Rent","Vehicle",1
"5578",60868,"Female","No records",0,19.75,948195,1.97,3398258,12.78,54.96,43,"Self-employed","Mortgage","Vehicle",0
"4628",52081,"Male","Grade 12",0,18.75,857516,1.07,2676333,28.67,94.53,57.6,"Salaried","Rent","Vehicle",1
"503",14667,"Female","Grade 12",2,17.75,620290,1.21,1788974,28.09,91.17,59.4,"Salaried","Mortgage","Vehicle",1
"7146",74525,"Male","Diploma",3,17.75,415547,1.73,886358,7.55,32.14,37.3,"Salaried","Mortgage","Vehicle",0
"836",17706,"Female","Diploma",1,20.25,785301,0.8,733012,17.44,57.35,47,"Contract","Mortgage","Home_improvement",0
"5248",57821,"Female","Grade 12",0,21.75,453423,1.22,832359,15.27,61.41,39.3,"Salaried","Rent","Other",1
"5537",60482,"Female","Diploma",0,20.25,306991,1.33,789143,31.87,108.68,65.4,"Salaried","Rent","Vehicle",0
"5844",63322,"Female","Diploma",0,16.75,446257,1.63,1274393,34.98,121.59,57.5,"Salaried","Mortgage","Home_improvement",0
"8321",85158,"Male","Diploma",2,23.75,646281,1.31,1290902,17.28,61.5,42.9,"Self-employed","Rent","Other",1
"5068",55966,"Male","Grade 12",0,18.75,344807,1.4,953515,22.03,76.51,45.1,"Salaried","Rent","Vehicle",0
"2133",29259,"Male","Grade 12",1,23.25,960077,1.26,2398240,24.6,88.72,54.8,"Contract","Mortgage","Debt_consolidation",1
"258",12417,"Male","Grade 12",1,19.25,280796,1.35,946869,38.55,123.05,65.9,"Salaried","Mortgage","Vehicle",1
"303",12796,"Male","Diploma",2,33.75,2479,0.42,9051,26.61,97.07,60.9,"Unemployed","Rent","Debt_consolidation",1
"5573",60790,"Female","No records",1,16.75,669965,1.78,1994811,16.94,51.42,49,"Salaried","Mortgage","Home_improvement",1
"846",17801,"Female","No records",1,21.25,1795093,1.17,3787667,30.33,103.52,57.4,"Self-employed","Own","Debt_consolidation",0
"4888",54516,"Female","Grade 12",0,35,3912,0.52,13146,8.59,35.74,42.4,"Unemployed","Rent","Other",1
"3419",41366,"Female","No records",0,22.75,870941,1.11,2257473,1.53,19.8,30.1,"Salaried","Own","Debt_consolidation",0
"6112",65797,"Female","Diploma",0,22.75,1062832,2.19,601452,29.91,101.74,56.5,"Contract","Rent","Other",0
"6772",71466,"Female","Grade 12",0,17.75,632685,1.47,1750138,8.94,35.98,32.8,"Salaried","Mortgage","Vehicle",1
"4599",51838,"Female","Diploma",2,18.25,405324,1.92,1217748,39.41,130.1,64.4,"Salaried","Mortgage","Home_improvement",0
"9779",98099,"Male","Grade 12",0,22.75,993512,1.5,2866437,24.97,82.91,53.4,"Contract","Own","Debt_consolidation",0
"1545",24035,"Female","Grade 12",0,35,6794,0.72,20665,37.83,128.06,64.5,"Unemployed","Mortgage","Debt_consolidation",1
"9226",93007,"Female","Diploma",1,17.75,750008,1.62,2018570,12.52,43.13,36.4,"Salaried","Mortgage","Vehicle",0
"3728",43950,"Female","Diploma",0,18.75,497446,1.66,1049726,20.32,70.75,44.3,"Salaried","Rent","Vehicle",1
"4470",50505,"Male","No records",0,17.75,830981,1.41,288192,4.88,20.49,39.8,"Salaried","Rent","Vehicle",0
